Date,Time,Open,High,Low,Close,Volume
2009.10.12,00:00,142.206,143.199,141.535,141.848,77626
2009.10.13,00:00,141.843,143.170,141.169,142.736,89982
2009.10.14,00:00,142.730,143.818,141.722,142.916,98326
2009.10.15,00:00,142.913,147.552,142.822,147.240,98090
2009.10.16,00:00,147.237,149.286,147.151,148.622,98239
2009.10.19,00:00,148.342,149.109,147.063,148.868,92637
2009.10.20,00:00,148.844,149.372,147.486,148.477,99007
2009.10.21,00:00,148.470,151.527,148.416,150.952,99512
2009.10.22,00:00,150.935,151.948,150.550,151.701,97151
2009.10.23,00:00,151.682,153.215,149.957,150.073,97020
2009.10.26,00:00,150.264,151.158,149.129,150.525,88597
2009.10.27,00:00,150.524,151.138,149.887,150.223,96945
2009.10.28,00:00,150.224,150.374,148.294,148.688,98661
2009.10.29,00:00,148.687,151.610,147.641,151.541,97454
2009.10.30,00:00,151.542,151.709,147.630,148.182,94107
2009.11.02,00:00,146.968,148.907,146.723,148.245,99039
2009.11.03,00:00,148.244,148.544,146.367,148.309,90844
2009.11.04,00:00,148.313,151.215,147.787,150.429,89802
2009.11.05,00:00,150.431,150.580,148.528,150.420,91780
2009.11.06,00:00,150.414,150.742,148.399,149.269,83366
2009.11.09,00:00,149.546,151.597,149.199,150.775,88690
2009.11.10,00:00,150.773,150.985,149.005,150.266,94118
2009.11.11,00:00,150.267,151.136,148.556,148.992,94993
2009.11.12,00:00,148.991,150.007,148.239,149.851,96266
2009.11.13,00:00,149.853,150.426,148.961,149.443,85062
2009.11.16,00:00,149.649,150.340,149.107,149.909,88495
2009.11.17,00:00,149.908,150.206,149.350,150.090,95418
2009.11.18,00:00,150.087,150.304,149.388,149.501,85393
2009.11.19,00:00,149.495,149.654,147.301,148.042,96256
2009.11.20,00:00,148.040,148.375,146.436,146.621,90186
2009.11.23,00:00,146.334,148.208,146.300,147.891,82523
2009.11.24,00:00,147.890,147.895,146.226,146.734,86598
2009.11.25,00:00,146.738,147.643,145.617,145.818,79033
2009.11.26,00:00,145.818,146.188,142.454,142.527,80412
2009.11.27,00:00,142.524,143.475,139.264,142.739,93107
2009.11.30,00:00,143.035,143.883,141.023,141.967,95700
2009.12.01,00:00,141.965,144.410,141.609,144.025,87795
2009.12.02,00:00,144.025,145.833,143.771,145.739,81713
2009.12.03,00:00,145.750,146.845,145.633,146.107,82018
2009.12.04,00:00,146.108,149.157,145.402,149.140,82609
2009.12.07,00:00,148.545,148.766,146.622,147.012,101088
2009.12.08,00:00,147.015,147.083,143.577,143.697,109768
2009.12.09,00:00,143.699,144.314,141.996,143.286,102449
2009.12.10,00:00,143.286,144.381,142.471,143.756,90377
2009.12.11,00:00,143.755,145.635,143.547,144.861,85231
2009.12.14,00:00,144.755,145.055,143.111,144.558,80029
2009.12.15,00:00,144.562,146.032,144.348,145.879,71045
2009.12.16,00:00,145.878,146.897,145.237,146.594,72197
2009.12.17,00:00,146.593,146.836,144.664,145.269,80157
2009.12.18,00:00,145.255,146.540,143.779,146.173,79911
2009.12.21,00:00,145.903,146.449,145.457,146.290,69790
2009.12.22,00:00,146.259,147.022,146.005,146.532,74643
2009.12.23,00:00,146.530,146.699,145.752,146.148,60942
2009.12.24,00:00,146.150,146.415,145.692,146.116,41910
2009.12.28,00:00,145.962,146.636,145.762,146.609,48017
2009.12.29,00:00,146.598,147.106,145.964,146.273,64899
2009.12.30,00:00,146.269,148.917,146.031,148.517,69774
2009.12.31,00:00,148.517,150.660,148.222,150.362,54703
2010.01.04,00:00,149.797,150.689,148.605,148.665,86566
2010.01.05,00:00,148.661,149.113,146.117,146.630,84263
2010.01.06,00:00,146.630,148.432,145.968,147.797,81256
2010.01.07,00:00,147.792,149.306,147.039,149.030,80573
2010.01.08,00:00,149.014,149.450,148.029,148.425,78147
2010.01.11,00:00,148.635,149.574,148.046,148.316,74901
2010.01.12,00:00,148.319,148.622,146.647,147.315,81389
2010.01.13,00:00,147.302,149.028,146.680,148.622,79846
2010.01.14,00:00,148.624,149.984,148.358,149.049,75249
2010.01.15,00:00,149.038,149.185,147.149,147.580,82446
2010.01.18,00:00,147.879,148.885,147.494,148.170,70919
2010.01.19,00:00,148.176,149.439,147.985,149.086,88126
2010.01.20,00:00,149.084,149.230,147.556,148.693,90598
2010.01.21,00:00,148.699,149.074,146.077,146.407,97018
2010.01.22,00:00,146.406,147.205,144.585,144.696,98664
2010.01.25,00:00,144.843,146.696,144.704,146.589,81058
2010.01.26,00:00,146.588,147.259,144.069,144.717,93241
2010.01.27,00:00,144.716,145.661,143.620,145.543,93266
2010.01.28,00:00,145.547,147.206,144.616,144.912,90958
2010.01.29,00:00,144.916,146.220,144.169,144.229,87909
2010.02.01,00:00,143.809,144.846,143.044,144.769,84831
2010.02.02,00:00,144.772,145.152,143.839,144.364,81522
2010.02.03,00:00,144.365,145.267,144.183,144.608,74564
2010.02.04,00:00,144.612,144.742,139.387,140.489,80668
2010.02.05,00:00,140.490,141.396,138.231,139.553,93075
2010.02.08,00:00,139.032,139.908,138.617,139.149,77833
2010.02.09,00:00,139.147,141.340,138.888,141.061,82909
2010.02.10,00:00,141.052,141.390,139.437,140.300,82014
2010.02.11,00:00,140.299,140.979,139.608,140.786,75316
2010.02.12,00:00,140.784,141.869,139.773,141.196,76596
2010.02.15,00:00,140.983,141.364,140.688,141.024,50334
2010.02.16,00:00,141.025,142.561,140.711,142.345,74564
2010.02.17,00:00,142.341,143.596,142.079,142.940,81045
2010.02.18,00:00,142.939,143.045,140.966,142.417,86585
2010.02.19,00:00,142.406,142.459,140.881,141.549,81895
2010.02.22,00:00,141.602,142.153,140.782,141.161,64803
2010.02.23,00:00,141.169,141.652,138.723,139.206,79120
2010.02.24,00:00,139.205,139.579,138.341,138.933,72015
2010.02.25,00:00,138.936,139.196,134.949,135.997,83387
2010.02.26,00:00,135.996,136.672,134.640,135.508,79678
2010.03.01,00:00,134.748,135.487,132.130,133.689,79355
2010.03.02,00:00,133.687,133.738,132.460,132.773,78838
2010.03.03,00:00,132.774,133.999,132.748,133.591,79121
2010.03.04,00:00,133.615,134.811,132.554,133.883,74465
2010.03.05,00:00,133.882,137.034,133.864,136.628,65260
2010.03.08,00:00,136.940,137.339,135.658,135.888,60578
2010.03.09,00:00,135.891,135.896,133.905,134.833,68775
2010.03.10,00:00,134.831,135.880,133.899,135.593,64819
2010.03.11,00:00,135.594,136.503,134.890,136.494,63791
2010.03.12,00:00,136.489,138.052,136.069,137.648,71423
2010.03.15,00:00,137.477,137.923,135.791,136.015,76280
2010.03.16,00:00,136.017,137.813,135.162,137.562,83938
2010.03.17,00:00,137.560,139.332,137.086,138.430,75550
2010.03.18,00:00,138.428,138.543,137.010,137.959,80949
2010.03.19,00:00,137.950,138.060,135.612,135.889,69958
2010.03.22,00:00,135.647,136.183,134.533,136.079,66498
2010.03.23,00:00,136.077,136.495,135.231,135.875,79304
2010.03.24,00:00,135.876,137.399,135.482,137.108,87468
2010.03.25,00:00,137.109,138.101,136.624,137.296,85392
2010.03.26,00:00,137.295,138.012,137.037,137.778,74634
2010.03.29,00:00,138.232,139.103,137.655,138.596,73655
2010.03.30,00:00,138.590,140.526,137.998,139.803,79019
2010.03.31,00:00,139.801,141.992,139.742,141.804,88175
2010.04.01,00:00,141.805,143.612,141.727,143.543,82239
2010.04.02,00:00,143.541,143.922,142.762,143.839,40180
2010.04.05,00:00,144.507,144.711,143.739,144.163,45844
2010.04.06,00:00,144.166,144.397,142.065,143.078,78598
2010.04.07,00:00,143.084,143.820,141.766,142.054,79383
2010.04.08,00:00,142.053,142.774,140.941,142.670,77677
2010.04.09,00:00,142.677,144.298,142.558,143.154,76986
2010.04.12,00:00,143.814,144.483,143.051,143.148,76847
2010.04.13,00:00,143.152,143.758,142.038,143.274,83159
2010.04.14,00:00,143.277,144.617,143.200,144.239,82039
2010.04.15,00:00,144.234,145.006,143.255,143.978,84510
2010.04.16,00:00,143.977,144.080,141.339,141.561,87808
2010.04.19,00:00,140.668,141.909,139.368,141.701,86443
2010.04.20,00:00,141.700,143.511,141.530,143.350,80695
2010.04.21,00:00,143.347,144.145,142.596,143.480,82955
2010.04.22,00:00,143.482,144.158,142.425,143.771,90032
2010.04.23,00:00,143.772,144.725,143.073,144.449,87320
2010.04.26,00:00,144.754,145.947,144.468,145.259,86848
2010.04.27,00:00,145.265,145.373,141.584,141.927,98065
2010.04.28,00:00,141.928,143.475,141.705,143.116,104179
2010.04.29,00:00,143.118,144.338,142.186,144.299,85279
2010.04.30,00:00,144.302,145.191,143.218,143.271,89010
2010.05.03,00:00,143.833,144.608,142.974,144.082,63106
2010.05.04,00:00,144.083,144.880,142.584,143.257,88222
2010.05.05,00:00,143.246,144.018,141.189,141.897,96097
2010.05.06,00:00,141.874,142.268,130.006,134.232,118168
2010.05.07,00:00,134.224,138.155,133.163,135.557,138493
2010.05.10,00:00,137.522,140.554,135.708,138.644,113134
2010.05.11,00:00,138.651,139.640,135.891,138.289,107563
2010.05.12,00:00,138.291,139.812,137.389,138.249,103169
2010.05.13,00:00,138.236,139.492,134.945,135.259,89741
2010.05.14,00:00,135.266,136.037,133.190,134.346,96153
2010.05.17,00:00,134.077,134.313,131.063,134.089,105689
2010.05.18,00:00,134.081,134.780,131.267,131.445,109451
2010.05.19,00:00,131.439,132.773,129.742,132.659,118737
2010.05.20,00:00,132.652,132.655,126.731,128.061,116571
2010.05.21,00:00,128.074,130.789,127.890,130.127,118847
2010.05.24,00:00,130.470,131.363,129.118,129.989,82512
2010.05.25,00:00,130.014,130.577,127.625,130.303,95957
2010.05.26,00:00,130.303,130.528,129.036,129.314,94396
2010.05.27,00:00,129.308,132.938,129.225,132.447,95890
2010.05.28,00:00,132.447,133.208,130.861,131.605,85881
2010.05.31,00:00,131.311,132.905,131.294,132.495,56056
2010.06.01,00:00,132.487,134.381,130.786,133.191,93450
2010.06.02,00:00,133.189,135.396,133.188,135.121,96473
2010.06.03,00:00,135.127,136.397,134.536,135.307,88047
2010.06.04,00:00,135.308,136.239,132.123,132.795,86555
2010.06.07,00:00,132.424,133.825,131.069,132.313,94003
2010.06.08,00:00,132.314,133.373,130.435,132.251,95168
2010.06.09,00:00,132.248,133.751,131.403,132.718,78014
2010.06.10,00:00,132.721,134.403,132.206,134.292,93793
2010.06.11,00:00,134.295,135.120,132.663,133.308,87109
2010.06.14,00:00,133.487,135.864,133.375,134.975,85740
2010.06.15,00:00,134.982,135.642,133.914,135.430,86615
2010.06.16,00:00,135.424,135.946,134.339,134.484,84098
2010.06.17,00:00,134.481,135.466,133.509,134.635,88367
2010.06.18,00:00,134.647,135.170,133.984,134.417,71655
2010.06.21,00:00,134.350,135.990,133.938,134.338,85492
